Brand;Serie;Color;Location;Fuel;Gear;CEKIS;Year;KM;Galeriden;CC;HP;GARANTI;Price
Kia;Picanto;Beyaz;Siirt;Benzin;Otomatik;Onden;2019; 3 ;0;998;67;1;142000
Ford;Focus;Beyaz;Kayseri;Dizel;Duz;Onden;2014; 175 ;1;1600;100;0;141900
Renault;Fluence;Beyaz;İstanbul;Dizel;Duz;Onden;2016; 140 ;1;1461;90;0;141900
Seat;Leon;Beyaz;Niğde;Dizel;Yarı;Onden;2012; 179 ;1;1598;105;0;141750
Renault;Clio;Beyaz;Konya;Dizel;Yarı;Onden;2015; 150 ;1;1461;90;0;141750
Renault;Clio;Beyaz;İstanbul;Dizel;Yarı;Onden;2016; 104 ;1;1461;90;0;141750
Citroen;C4;Beyaz;İstanbul;Dizel;Duz;Onden;2014; 99 ;0;1560;93;0;141750
Opel;Corsa;Beyaz;Isparta;Dizel;Duz;Onden;2015; 92 ;1;1248;75;0;141750
Opel;Astra;Beyaz;Aksaray;LPG;Duz;Onden;2014; 77 ;0;1598;115;0;141750
Fiat;Egea;Beyaz;Antalya;Dizel;Duz;Onden;2018; 56 ;1;1248;95;0;141750
Fiat;Egea;Beyaz;İstanbul;Dizel;Duz;Onden;2016; 52 ;1;1248;95;0;141750
Citroen;C-Elysee;Beyaz;Aydın;Dizel;Duz;Onden;2017; 33 ;0;1560;93;0;141750
Fiat;Egea;Beyaz;Ankara;Dizel;Duz;Onden;2019; 26 ;1;1248;95;0;141750
Hyundai;i10;Beyaz;Aydın;Benzin;Duz;Onden;2020; 9 ;1;1200;75;0;141750
Volkswagen;Golf;Beyaz;İstanbul;Dizel;Duz;Onden;2015; 195 ;1;1598;90;0;141500
Renault;Fluence;Beyaz;İstanbul;Dizel;Duz;Onden;2014; 125 ;1;1600;125;0;141500
Renault;Fluence;Beyaz;Kocaeli;Dizel;Yarı;Onden;2014; 110 ;0;1461;110;0;141500
Opel;Astra;Beyaz;Diyarbakır;LPG;Duz;Onden;2016; 99 ;1;1600;125;0;141500
Hyundai;i20;Beyaz;Sakarya;Dizel;Duz;Onden;2017; 98 ;1;1396;90;0;141500
Renault;Clio;Beyaz;Antalya;Dizel;Duz;Onden;2018; 72 ;0;1461;75;1;141500
Ford;Fiesta;Beyaz;İstanbul;Benzin;Yarı;Onden;2015; 53 ;0;1596;105;0;141500
Peugeot;301;Beyaz;Antalya;Dizel;Duz;Onden;2019; 52 ;1;1600;100;0;141500
Citroen;C-Elysee;Beyaz;Erzurum;Dizel;Duz;Onden;2018; 52 ;0;1560;100;1;141500
Fiat;Egea;Beyaz;İzmir;Dizel;Duz;Onden;2018; 41 ;1;1248;95;0;141500
Peugeot;301;Beyaz;Ankara;Dizel;Duz;Onden;2017; 38 ;0;1600;100;1;141500
Renault;Clio;Beyaz;Kastamonu;Benzin;Duz;Onden;2020; 12 ;0;1200;100;1;141500
Fiat;Egea;Beyaz;Ankara;Benzin;Duz;Onden;2020; 10 ;0;1368;95;1;141500
Fiat;Egea;Beyaz;Adana;Benzin;Duz;Onden;2020;0;1;1400;100;0;141500
Ford;Focus;Beyaz;Kahramanmaraş;LPG;Duz;Onden;2013; 143 ;1;1596;125;0;141400
Peugeot;508;Beyaz;Ankara;Dizel;Yarı;Onden;2012; 293 ;1;1600;125;0;141250
Nissan;Micra;Beyaz;İstanbul;Benzin;Yarı;Onden;2016; 55 ;1;1200;100;0;141250
Opel;Insignia;Beyaz;Sakarya;Dizel;Otomatik;Onden;2012; 258 ;1;1956;130;0;141000
Volkswagen;Polo;Beyaz;İstanbul;Dizel;Yarı;Onden;2016; 191 ;0;1422;90;0;141000
Peugeot;508;Beyaz;Aydın;Dizel;Yarı;Onden;2011; 179 ;0;1560;114;0;141000
Ford;Focus;Beyaz;Adıyaman;Dizel;Duz;Onden;2014; 164 ;1;1600;100;0;141000
Kia;Rio;Beyaz;Antalya;Dizel;Duz;Onden;2015; 115 ;1;1396;90;0;141000
Volkswagen;Golf;Beyaz;Bitlis;Dizel;Duz;Onden;2012; 112 ;0;1598;105;0;141000
Renault;Clio;Beyaz;İstanbul;Dizel;Yarı;Onden;2014; 106 ;0;1461;90;0;141000
Mazda;3;Beyaz;Sivas;LPG;Duz;Onden;2012; 94 ;0;1598;105;1;141000
Opel;Astra;Beyaz;Gaziantep;LPG;Duz;Onden;2014; 89 ;0;1598;115;0;141000
Fiat;Egea;Beyaz;Gaziantep;Dizel;Duz;Onden;2018; 81 ;1;1600;100;0;141000
Ford;Focus;Beyaz;Tunceli;LPG;Duz;Onden;2017; 78 ;0;1596;125;1;141000
Fiat;Egea;Beyaz;Sivas;Dizel;Duz;Onden;2016; 75 ;1;1248;95;1;141000
Citroen;C-Elysee;Beyaz;Bursa;Dizel;Duz;Onden;2018; 68 ;0;1560;100;0;141000
Hyundai;Accent;Beyaz;Isparta;Dizel;Duz;Onden;2014; 61 ;0;1582;128;0;141000
Fiat;Egea;Beyaz;İzmir;Dizel;Duz;Onden;2016; 51 ;0;1248;95;0;141000
Fiat;Egea;Beyaz;Kocaeli;Dizel;Duz;Onden;2018; 48 ;1;1400;100;0;141000
Fiat;Egea;Beyaz;Mersin;Benzin;Duz;Onden;2018; 33 ;0;1368;95;0;141000
Volkswagen;Jetta;Beyaz;İstanbul;Benzin;Yarı;Onden;2013; 212 ;1;1197;105;0;140900
Renault;Fluence;Beyaz;Isparta;Dizel;Otomatik;Onden;2014; 139 ;0;1600;125;0;140900
Renault;Fluence;Beyaz;Antalya;Dizel;Yarı;Onden;2015; 85 ;0;1461;110;0;140900
Seat;Ibiza;Beyaz;Antalya;Benzin;Duz;Onden;2016; 48 ;1;1197;90;1;140900
Renault;Symbol;Beyaz;İzmir;LPG;Duz;Onden;2020;0;1;1200;100;0;140900
Volkswagen;Polo;Beyaz;Osmaniye;Dizel;Duz;Onden;2014; 118 ;0;1199;75;0;140750
Citroen;C3;Beyaz;Antalya;Dizel;Duz;Onden;2017; 80 ;1;1560;76;0;140750
Fiat;Egea;Beyaz;Antalya;Dizel;Duz;Onden;2018; 32 ;1;1248;95;0;140750
Opel;Astra;Beyaz;Samsun;Dizel;Duz;Onden;2012; 154 ;0;1248;95;0;140500
Dacia;Lodgy;Beyaz;İstanbul;Dizel;Duz;Onden;2017; 107 ;1;1600;100;0;140500
Volkswagen;Golf;Beyaz;İstanbul;Dizel;Duz;Onden;2014; 230 ;1;1598;90;0;140000
Ford;Focus;Beyaz;Balıkesir;Dizel;Duz;Onden;2012; 205 ;1;1560;95;0;140000
Ford;Focus;Beyaz;Şanlıurfa;Dizel;Duz;Onden;2012; 190 ;0;1560;115;0;140000
Opel;Insignia;Beyaz;İstanbul;Dizel;Otomatik;Onden;2010; 190 ;0;1956;160;0;140000
Ford;Focus;Beyaz;Burdur;Dizel;Duz;Onden;2012; 186 ;0;1560;95;0;140000
Ford;Focus;Beyaz;Adana;Dizel;Duz;Onden;2013; 184 ;0;1560;115;0;140000
Opel;Astra;Beyaz;İstanbul;Dizel;Otomatik;Onden;2016; 177 ;0;1598;136;0;140000
Skoda;Octavia;Beyaz;Denizli;LPG;Duz;Onden;2012; 156 ;0;1595;102;0;140000
Volkswagen;Passat;Beyaz;İzmir;LPG;Otomatik;Onden;2006; 155 ;0;1598;115;0;140000
Citroen;C4;Beyaz;İstanbul;Dizel;Yarı;Onden;2013; 150 ;0;1560;117;0;140000
Volkswagen;Polo;Beyaz;İstanbul;Dizel;Duz;Onden;2014; 148 ;0;1422;90;0;140000
Kia;Ceed;Beyaz;Bursa;Dizel;Duz;Onden;2012; 141 ;0;1582;128;0;140000
Volkswagen;Polo;Beyaz;Mersin;Dizel;Duz;Onden;2011; 140 ;0;1598;90;0;140000
Opel;Insignia;Beyaz;Kütahya;Benzin;Duz;Onden;2009; 124 ;1;1598;180;0;140000
Hyundai;i20;Beyaz;Bursa;Dizel;Duz;Onden;2016; 123 ;0;1396;90;0;140000
Ford;B-Max;Beyaz;Kocaeli;LPG;Yarı;Onden;2014; 120 ;0;1596;105;0;140000
Honda;Civic;Beyaz;Adana;LPG;Duz;Onden;2014; 118 ;0;1595;125;0;140000
Seat;Leon;Beyaz;Afyonkarahisar;Dizel;Yarı;Onden;2012; 106 ;0;1598;105;0;140000
Lancia;Delta;Beyaz;Mersin;Dizel;Yarı;Onden;2013; 103 ;0;1598;120;1;140000
Volkswagen;Golf;Beyaz;Konya;LPG;Duz;Onden;2012; 95 ;0;1595;102;0;140000
Renault;Clio;Beyaz;Balıkesir;Dizel;Duz;Onden;2015; 88 ;0;1461;90;0;140000
Volkswagen;Jetta;Beyaz;Eskişehir;Benzin;Duz;Onden;2015; 88 ;0;1197;105;0;140000
Renault;Clio;Beyaz;İstanbul;Dizel;Duz;Onden;2019; 85 ;0;1461;75;0;140000
Renault;Megane;Beyaz;Elazığ;LPG;Otomatik;Onden;2014; 85 ;0;1598;115;0;140000
Opel;Astra;Beyaz;Hatay;LPG;Duz;Onden;2015; 84 ;0;1598;115;0;140000
Ford;Fiesta;Beyaz;Ankara;Benzin;Yarı;Onden;2015; 80 ;0;1596;105;0;140000
Volkswagen;Polo;Beyaz;Tokat;Benzin;Duz;Onden;2014; 72 ;0;1197;90;0;140000
Hyundai;Elantra;Beyaz;Sakarya;Benzin;Otomatik;Onden;2011; 72 ;0;1591;132;0;140000
Opel;Corsa;Beyaz;İstanbul;Benzin;Otomatik;Onden;2016; 70 ;0;1398;90;0;140000
Opel;Astra;Beyaz;Konya;LPG;Duz;Onden;2013; 70 ;0;1598;115;0;140000
Opel;Astra;Beyaz;Manisa;LPG;Duz;Onden;2010; 68 ;1;1388;90;0;140000
Hyundai;Accent;Beyaz;Ankara;LPG;Duz;Onden;2012; 64 ;0;1396;108;0;140000
Renault;Clio;Beyaz;İstanbul;Dizel;Yarı;Onden;2018; 62 ;0;1461;90;0;140000
Peugeot;301;Beyaz;İstanbul;Dizel;Duz;Onden;2018; 48 ;0;1560;102;1;140000
Opel;Corsa;Beyaz;Gaziantep;Benzin;Otomatik;Onden;2014; 39 ;0;1364;100;0;140000
Opel;Corsa;Beyaz;Gaziantep;Benzin;Otomatik;Onden;2014; 39 ;0;1400;100;0;140000
Dacia;Sandero;Beyaz;Şanlıurfa;Dizel;Duz;Onden;2016; 32 ;1;1461;90;0;140000
Fiat;Egea;Beyaz;İzmir;Benzin;Duz;Onden;2019; 26 ;0;1368;95;1;140000
Peugeot;301;Beyaz;Kayseri;Dizel;Duz;Onden;2016; 21 ;0;1560;93;0;140000
Fiat;Egea;Beyaz;İstanbul;Benzin;Duz;Onden;2020; 19 ;1;1400;100;0;140000
Citroen;C-Elysee;Beyaz;Trabzon;Dizel;Duz;Onden;2016; 15 ;0;1560;93;0;140000
Fiat;Linea;Beyaz;Ankara;Dizel;Duz;Onden;2016; 9 ;0;1248;95;0;140000
Fiat;Egea;Beyaz;Aydın;Benzin;Duz;Onden;2019; 2 ;0;1368;95;1;140000
Renault;Clio;Beyaz;Gaziantep;Benzin;Duz;Onden;2020; 2 ;0;898;90;1;140000
Opel;Insignia;Beyaz;Afyonkarahisar;Dizel;Otomatik;Onden;2011; 230 ;1;1956;160;0;139999
Ford;C-Max;Beyaz;Çanakkale;Dizel;Duz;Onden;2013; 105 ;0;1560;115;0;139990
Dacia;Sandero;Beyaz;Gaziantep;Dizel;Duz;Onden;2017; 113 ;1;1461;90;0;139950
Renault;Clio;Beyaz;Erzurum;Dizel;Duz;Onden;2015; 78 ;1;1461;90;0;139950
Honda;Civic;Beyaz;Kahramanmaraş;LPG;Duz;Onden;2011; 247 ;1;1595;125;0;139900
Volkswagen;Polo;Beyaz;Antalya;Dizel;Yarı;Onden;2012; 173 ;1;1598;90;0;139900
Opel;Astra;Beyaz;İzmir;Dizel;Duz;Onden;2015; 141 ;1;1598;110;1;139900
Hyundai;i30;Beyaz;Yozgat;Dizel;Duz;Onden;2013; 140 ;1;1582;128;0;139900
Renault;Fluence;Beyaz;Ankara;Dizel;Yarı;Onden;2015; 133 ;1;1461;110;0;139900
Renault;Megane;Beyaz;İstanbul;Dizel;Yarı;Onden;2015; 105 ;1;1461;110;0;139900
Renault;Fluence;Beyaz;İstanbul;Dizel;Yarı;Onden;2015; 97 ;1;1461;110;0;139900
Renault;Clio;Beyaz;Aydın;Dizel;Duz;Onden;2016; 88 ;1;1461;75;0;139900
Hyundai;Accent;Beyaz;Ankara;Benzin;Duz;Onden;2017; 58 ;1;1368;100;0;139900
Nissan;Micra;Beyaz;İstanbul;Benzin;Otomatik;Onden;2015; 39 ;1;1198;80;0;139900
Nissan;Micra;Beyaz;Kocaeli;Benzin;Yarı;Onden;2015; 35 ;1;1200;100;0;139900
Renault;Clio;Beyaz;Konya;Benzin;Otomatik;Onden;2015; 18 ;1;1200;125;0;139900
Fiat;Egea;Beyaz;İzmir;Benzin;Duz;Onden;2020; 17 ;1;1368;95;1;139900
Opel;Corsa;Beyaz;İstanbul;Benzin;Duz;Onden;2017; 16 ;1;1229;70;0;139900
Fiat;Egea;Beyaz;Karabük;Benzin;Duz;Onden;2019; 10 ;1;1368;95;0;139900
Fiat;500;Beyaz;İstanbul;Dizel;Duz;Onden;2013; 113 ;0;1248;85;0;139800
Hyundai;Accent;Beyaz;İstanbul;Dizel;Yarı;Onden;2017; 174 ;1;1582;136;0;139750
Renault;Fluence;Beyaz;Balıkesir;Dizel;Yarı;Onden;2015; 139 ;1;1461;110;0;139750
Citroen;C4;Beyaz;Samsun;Dizel;Yarı;Onden;2012; 139 ;1;1560;114;0;139750
Dacia;Lodgy;Beyaz;İzmir;Dizel;Duz;Onden;2017; 135 ;1;1600;100;0;139750
Fiat;500;Beyaz;Ankara;Benzin;Yarı;Onden;2012; 135 ;1;1400;75;0;139750
Ford;Fiesta;Beyaz;Aydın;Dizel;Duz;Onden;2014; 126 ;1;1600;75;0;139750
Ford;Focus;Beyaz;Bolu;Dizel;Duz;Onden;2012; 109 ;1;1560;115;0;139750
Fiat;Egea;Beyaz;İstanbul;Dizel;Yarı;Onden;2017; 108 ;1;1598;120;0;139750
Renault;Fluence;Beyaz;İstanbul;Dizel;Duz;Onden;2015; 101 ;0;1461;90;0;139750
Fiat;Egea;Beyaz;İstanbul;Dizel;Duz;Onden;2019; 88 ;1;1248;95;0;139750
Fiat;Egea;Beyaz;Ankara;Dizel;Duz;Onden;2017; 59 ;1;1248;95;0;139750
Renault;Symbol;Beyaz;Afyonkarahisar;Benzin;Duz;Onden;2020;0;1;1200;100;0;139750
Citroen;C-Elysee;Beyaz;Şanlıurfa;Dizel;Duz;Onden;2015; 38 ;0;1560;93;0;139600
BMW;1;Beyaz;İzmir;Benzin;Otomatik;Arkadan;2008; 220 ;1;1596;116;0;139500
Hyundai;Accent;Beyaz;Artvin;Dizel;Yarı;Onden;2015; 195 ;1;1582;136;0;139500
Renault;Clio;Beyaz;Antalya;Dizel;Yarı;Onden;2015; 172 ;1;1461;90;0;139500
Renault;Fluence;Beyaz;Balıkesir;Dizel;Yarı;Onden;2014; 157 ;1;1600;125;0;139500
Citroen;C5;Beyaz;Mersin;Dizel;Duz;Onden;2012; 141 ;1;1560;114;0;139500
Ford;Focus;Beyaz;Gaziantep;Dizel;Duz;Onden;2012; 135 ;1;1560;95;0;139500
Renault;Clio;Beyaz;İstanbul;Dizel;Yarı;Onden;2014; 133 ;0;1461;90;0;139500
Fiat;Egea;Beyaz;Sivas;Dizel;Duz;Onden;2016; 105 ;0;1248;95;0;139500
Fiat;Egea;Beyaz;Osmaniye;Dizel;Duz;Onden;2017; 103 ;1;1248;95;0;139500
Hyundai;Accent;Beyaz;Sivas;Dizel;Yarı;Onden;2017; 101 ;0;1582;136;0;139500
Fiat;Egea;Beyaz;Ankara;Dizel;Duz;Onden;2017; 90 ;0;1248;95;0;139500
Renault;Fluence;Beyaz;Samsun;Dizel;Duz;Onden;2013; 88 ;1;1461;90;0;139500
Hyundai;i20;Beyaz;İstanbul;Benzin;Duz;Onden;2016; 87 ;1;1248;84;0;139500
Honda;Civic;Beyaz;Kars;LPG;Duz;Onden;2012; 86 ;0;1595;125;0;139500
Fiat;Egea;Beyaz;Antalya;Dizel;Duz;Onden;2018; 80 ;1;1248;95;0;139500
Renault;Clio;Beyaz;Erzurum;Dizel;Duz;Onden;2018; 75 ;0;1461;75;1;139500
Fiat;Egea;Beyaz;İstanbul;Dizel;Duz;Onden;2018; 64 ;1;1248;95;0;139500
Hyundai;i20;Beyaz;Ankara;LPG;Otomatik;Onden;2013; 61 ;0;1396;100;0;139500
Hyundai;i20;Beyaz;İzmir;Benzin;Duz;Onden;2015; 42 ;1;1248;84;0;139500
Citroen;C-Elysee;Beyaz;İzmir;Dizel;Duz;Onden;2017; 31 ;0;1560;93;1;139500
Renault;Symbol;Beyaz;Antalya;Dizel;Duz;Onden;2018; 21 ;1;1461;90;0;139500
Hyundai;i20;Beyaz;Antalya;Benzin;Duz;Onden;2019; 6 ;1;1248;84;0;139500
Hyundai;Elantra;Beyaz;Çanakkale;LPG;Duz;Onden;2012; 46 ;1;1591;132;0;139050
Volkswagen;Jetta;Beyaz;Kocaeli;Dizel;Duz;Onden;2011; 178 ;0;1598;105;0;139000
Volkswagen;Scirocco;Beyaz;Denizli;Benzin;Yarı;Onden;2013; 166 ;1;1390;160;0;139000
Honda;Civic;Beyaz;İstanbul;LPG;Otomatik;Onden;2011; 150 ;1;1595;125;0;139000
Ford;Focus;Beyaz;Osmaniye;Dizel;Duz;Onden;2013; 147 ;0;1560;95;0;139000
Ford;Focus;Beyaz;Ankara;Dizel;Duz;Onden;2012; 136 ;0;1560;115;0;139000
Hyundai;Accent;Beyaz;Şırnak;Dizel;Duz;Onden;2016; 131 ;0;1582;136;0;139000
Opel;Insignia;Beyaz;Ankara;Benzin;Duz;Onden;2012; 130 ;0;1364;140;0;139000
Skoda;Octavia;Beyaz;İstanbul;LPG;Yarı;Onden;2013; 119 ;0;1395;140;0;139000
Opel;Astra;Beyaz;Diyarbakır;LPG;Duz;Onden;2016; 114 ;1;1598;115;0;139000
Fiat;Egea;Beyaz;İstanbul;Dizel;Duz;Onden;2016; 109 ;1;1598;120;0;139000
Renault;Clio;Beyaz;Ankara;Dizel;Duz;Onden;2012; 100 ;0;1461;90;0;139000
Seat;Ibiza;Beyaz;Gaziantep;Benzin;Duz;Onden;2015; 82 ;0;1390;85;0;139000
Fiat;Egea;Beyaz;Osmaniye;Dizel;Duz;Onden;2017; 74 ;1;1248;95;0;139000
Fiat;Egea;Beyaz;İstanbul;Dizel;Duz;Onden;2016; 68 ;0;1248;95;0;139000
Fiat;Egea;Beyaz;Adana;Dizel;Duz;Onden;2018; 63 ;1;1248;95;0;139000
Renault;Clio;Beyaz;İzmir;Dizel;Duz;Onden;2018; 60 ;1;1461;75;0;139000
Kia;Rio;Beyaz;Batman;Dizel;Duz;Onden;2015; 60 ;0;1396;90;0;139000
Renault;Clio;Beyaz;İstanbul;Benzin;Yarı;Onden;2013; 55 ;0;1197;120;0;139000
Citroen;C-Elysee;Beyaz;Ankara;Dizel;Duz;Onden;2016; 52 ;0;1560;93;0;139000
Hyundai;i20;Beyaz;Eskişehir;Dizel;Duz;Onden;2016; 48 ;0;1396;90;0;139000
Dacia;Sandero;Beyaz;İstanbul;Benzin;Yarı;Onden;2017; 42 ;1;898;90;0;139000
Peugeot;208;Beyaz;Malatya;Benzin;Yarı;Onden;2016; 39 ;0;1199;83;0;139000
Hyundai;i20;Beyaz;İstanbul;Benzin;Duz;Onden;2016; 33 ;0;1248;84;0;139000
Fiat;Egea;Beyaz;Bursa;Benzin;Duz;Onden;2016; 30 ;0;1368;95;0;139000
Citroen;C-Elysee;Beyaz;Gaziantep;Dizel;Duz;Onden;2018; 20 ;0;1560;100;0;139000
Hyundai;Accent;Beyaz;İstanbul;Dizel;Otomatik;Onden;2013; 168 ;1;1582;128;0;138950
Opel;Insignia;Beyaz;Balıkesir;Benzin;Duz;Onden;2011; 116 ;1;1598;180;0;138950
Fiat;Egea;Beyaz;İstanbul;Dizel;Duz;Onden;2017; 75 ;1;1248;95;0;138950
Renault;Clio;Beyaz;Konya;Dizel;Yarı;Onden;2014; 175 ;1;1461;90;0;138900
Renault;Megane;Beyaz;İstanbul;Dizel;Yarı;Onden;2013; 170 ;1;1461;110;0;138900
Volkswagen;Scirocco;Beyaz;İstanbul;Benzin;Duz;Onden;2012; 168 ;1;1390;122;0;138900
Renault;Clio;Beyaz;Kayseri;Dizel;Yarı;Onden;2015; 153 ;1;1461;90;0;138900
Honda;Civic;Beyaz;İstanbul;Benzin;Duz;Onden;2012; 78 ;1;1595;125;0;138900
Fiat;500;Beyaz;İstanbul;Dizel;Yarı;Onden;2014; 76 ;1;1400;100;0;138900
Peugeot;208;Beyaz;Aydın;Dizel;Yarı;Onden;2013; 68 ;1;1398;69;0;138900
Hyundai;Accent;Beyaz;Yozgat;Benzin;Duz;Onden;2017; 47 ;1;1368;100;0;138900
Dacia;Lodgy;Beyaz;Kocaeli;Benzin;Duz;Onden;2019; 21 ;1;1600;100;0;138900
Fiat;Egea;Beyaz;İstanbul;Benzin;Duz;Onden;2020;0;1;1400;100;0;138900
Volkswagen;Polo;Beyaz;Rize;Benzin;Duz;Onden;2014; 93 ;0;1200;75;0;138800
Hyundai;Accent;Beyaz;Mersin;Dizel;Otomatik;Onden;2015; 151 ;1;1582;136;0;138750
Volkswagen;Polo;Beyaz;Antalya;Dizel;Duz;Onden;2013; 119 ;1;1598;90;0;138750
Fiat;Egea;Beyaz;Balıkesir;Dizel;Duz;Onden;2018; 88 ;1;1248;95;0;138750
Kia;Ceed;Beyaz;İstanbul;Dizel;Otomatik;Onden;2013; 175 ;1;1582;128;0;138500
Fiat;Egea;Beyaz;Antalya;Dizel;Duz;Onden;2017; 172 ;1;1248;95;0;138500
Opel;Astra;Beyaz;Antalya;Dizel;Duz;Onden;2014; 154 ;0;1248;95;0;138500
Opel;Astra;Beyaz;İzmir;Dizel;Duz;Onden;2014; 154 ;0;1248;95;0;138500
Fiat;500;Beyaz;Sakarya;Dizel;Duz;Onden;2013; 152 ;0;1598;105;0;138500
Renault;Fluence;Beyaz;İstanbul;Dizel;Duz;Onden;2013; 127 ;0;1461;90;0;138500
Renault;Fluence;Beyaz;Adıyaman;Dizel;Duz;Onden;2015; 121 ;1;1461;90;0;138500
Renault;Fluence;Beyaz;İstanbul;Dizel;Duz;Onden;2015; 93 ;0;1461;90;0;138500
Opel;Astra;Beyaz;Hatay;LPG;Otomatik;Onden;2015; 88 ;1;1364;140;0;138500
Mazda;3;Beyaz;Mersin;LPG;Otomatik;Onden;2010; 86 ;1;1598;105;0;138500
Volkswagen;Polo;Beyaz;Zonguldak;Benzin;Yarı;Onden;2012; 85 ;0;1390;85;0;138500
Renault;Clio;Beyaz;Ankara;Dizel;Duz;Onden;2017; 82 ;1;1461;75;0;138500
Hyundai;i20;Beyaz;Adıyaman;Benzin;Duz;Onden;2016; 75 ;1;1400;100;0;138500
Ford;Fiesta;Beyaz;Mardin;Dizel;Duz;Onden;2013; 43 ;0;1498;75;0;138500
Fiat;Egea;Beyaz;Aydın;Benzin;Duz;Onden;2019; 17 ;1;1368;95;1;138500
Renault;Clio;Beyaz;Kocaeli;Benzin;Duz;Onden;2020; 9 ;0;1200;100;1;138500
Citroen;C4;Beyaz;Kocaeli;Dizel;Yarı;Onden;2013; 117 ;0;1560;117;0;138400
Citroen;C-Elysee;Beyaz;İstanbul;Dizel;Duz;Onden;2017; 38 ;0;1560;93;0;138250
Renault;Fluence;Beyaz;Mersin;Dizel;Duz;Onden;2016; 256 ;0;1461;90;0;138000
Citroen;C4;Beyaz;Konya;Dizel;Yarı;Onden;2012; 250 ;0;1560;114;0;138000
Ford;Focus;Beyaz;Gaziantep;Dizel;Duz;Onden;2010; 217 ;1;1560;110;0;138000
Peugeot;208;Beyaz;Diyarbakır;Dizel;Yarı;Onden;2016; 190 ;1;1560;93;0;138000
Seat;Leon;Beyaz;Kayseri;LPG;Duz;Onden;2012; 177 ;1;1390;125;0;138000
Audi;A3;Beyaz;Batman;Dizel;Yarı;Onden;2012; 171 ;0;1598;105;0;138000
Renault;Fluence;Beyaz;Adana;Dizel;Otomatik;Onden;2013; 168 ;0;1600;125;0;138000
Opel;Astra;Beyaz;Muş;LPG;Duz;Onden;2014; 160 ;0;1598;115;0;138000
Renault;Fluence;Beyaz;İstanbul;Dizel;Duz;Onden;2015; 148 ;0;1461;90;0;138000
Renault;Fluence;Beyaz;Şanlıurfa;Dizel;Duz;Onden;2014; 147 ;1;1600;125;0;138000
Fiat;Egea;Beyaz;Gaziantep;Dizel;Yarı;Onden;2017; 143 ;1;1598;120;0;138000
Ford;Focus;Beyaz;İstanbul;Dizel;Yarı;Onden;2015; 136 ;1;1499;120;0;138000
Hyundai;Accent;Beyaz;İzmir;Benzin;Yarı;Onden;2016; 133 ;1;1400;100;0;138000
Hyundai;i30;Beyaz;Hatay;Benzin;Duz;Onden;2013; 128 ;0;1591;135;1;138000
Citroen;C-Elysee;Beyaz;İstanbul;Dizel;Duz;Onden;2017; 118 ;0;1560;93;0;138000
Honda;Jazz;Beyaz;Samsun;Benzin;Yarı;Onden;2012; 115 ;1;1400;100;0;138000
Renault;Fluence;Beyaz;Ankara;Dizel;Duz;Onden;2014; 105 ;1;1461;90;0;138000
Volkswagen;Jetta;Beyaz;Eskişehir;Benzin;Duz;Onden;2012; 100 ;0;1197;105;0;138000
Renault;Clio;Beyaz;Rize;Dizel;Duz;Onden;2014; 98 ;0;1461;90;0;138000
Hyundai;i10;Beyaz;Ankara;LPG;Otomatik;Onden;2015; 95 ;0;1248;87;1;138000
Ford;C-Max;Beyaz;İstanbul;Dizel;Duz;Onden;2012; 93 ;1;1560;115;0;138000
Hyundai;i20;Beyaz;Kahramanmaraş;LPG;Duz;Onden;2015; 91 ;0;1248;84;0;138000
Hyundai;Accent;Beyaz;Burdur;LPG;Duz;Onden;2013; 88 ;0;1396;108;0;138000
Hyundai;Accent;Beyaz;Çanakkale;Dizel;Duz;Onden;2014; 86 ;0;1582;136;0;138000
Hyundai;i20;Beyaz;Antalya;Dizel;Duz;Onden;2018; 85 ;0;1400;100;0;138000
Volkswagen;Polo;Beyaz;Mersin;Dizel;Duz;Onden;2013; 84 ;0;1199;75;0;138000
Renault;Clio;Beyaz;İzmir;Dizel;Duz;Onden;2018; 69 ;1;1461;75;0;138000
Fiat;Egea;Beyaz;Batman;Dizel;Duz;Onden;2018; 65 ;0;1248;95;0;138000
Kia;Rio;Beyaz;Aydın;Dizel;Duz;Onden;2016; 64 ;0;1396;90;0;138000
Fiat;Egea;Beyaz;Samsun;Dizel;Duz;Onden;2018; 49 ;1;1248;95;1;138000
Hyundai;i20;Beyaz;Konya;Dizel;Duz;Onden;2016; 41 ;0;1396;90;0;138000
Hyundai;i20;Beyaz;Mersin;LPG;Duz;Onden;2016; 36 ;0;1248;84;0;138000
Fiat;500;Beyaz;İstanbul;Benzin;Yarı;Onden;2013; 67 ;1;1600;100;0;137950
Lancia;Delta;Beyaz;Kayseri;Dizel;Duz;Onden;2011; 189 ;0;1598;120;0;137900
Renault;Fluence;Beyaz;Ankara;Dizel;Otomatik;Onden;2014; 130 ;1;1600;125;0;137900
Hyundai;Accent;Beyaz;Kocaeli;Dizel;Duz;Onden;2016; 120 ;1;1582;136;0;137900
Fiat;Egea;Beyaz;İzmir;Dizel;Yarı;Onden;2017; 109 ;1;1598;120;1;137900
Fiat;Egea;Beyaz;İstanbul;Dizel;Yarı;Onden;2017; 98 ;1;1598;120;0;137900
Citroen;C4;Beyaz;Adana;Dizel;Duz;Onden;2013; 86 ;0;1560;93;0;137900
Peugeot;301;Beyaz;Antalya;Dizel;Duz;Onden;2018; 83 ;0;1560;102;0;137900
